"u47cd9bdaec7161a42e70c7de5d03495c|1516201449277" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899555943" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899650789" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899651249" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899651378" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899652128" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899659835" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899674121" 
"u0b93a81d47af3aace2e5f6fc933fe909|1516899797562" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899856649" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899857114" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899856903" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516899857490" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516899857238" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516899859466" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516899857711" 
"u0b93a81d47af3aace2e5f6fc933fe909|1516900071709" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900088420" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900089004" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900088675" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900089035" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900089053" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900089603" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900093302" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900227186" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900227658" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900227761" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900228348" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900230071" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900240916" 
"u269f2091fa2abbc3ddadfc9f90ac095b|1516900255861" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900422507" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900423054" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900424297" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900438377" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900478308" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900478611" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900478627" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900478880" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900479265" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900479183" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900545897" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900562345" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900562699" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900562925" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900563023" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900563251" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900563060" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900563640" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900563690" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900785509" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900786070" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900794928" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900813344" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900832487" 
"u89e8e9801c7d24bb16bc063f78c06680|1516900839231" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900929947" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900929688" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900930241" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900930546" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900930981" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900946152" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900946524" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900946742" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900946976" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900947093" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900947423" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900967260" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900967632" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516900967838" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516900968548" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516900968087" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516900976385" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901006625" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901007112" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901006879" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901007212" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901007324" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901007889" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901007719" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901054870" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901055152" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901055543" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901055677" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901055548" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901055889" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901056173" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901056029" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901291516" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901291779" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901292106" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901292807" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901292372" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901297086" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901337193" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901337442" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901337573" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901337758" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901337878" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901338126" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1516901338427" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901338427" 
"u4f2c5d41aca1469b574070438e0356e1|1516901340165" 
"u4f2c5d41aca1469b574070438e0356e1|1516901404667" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901566612" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901566915" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901567683" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901568115" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901601892" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901661481" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901661803" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901662128" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901662648" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901662138" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901662543" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901762554" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901762780" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901763005" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901763416" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901763778" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901823423" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901823656" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901823890" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901824145" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901824556" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901824391" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901892615" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901893383" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901892893" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901893722" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901896238" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901948511" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901948773" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901948928" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516901949125" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516901949628" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516901949391" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902071799" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516902072143" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902072395" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516902072553" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516902076614" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902202636" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516902202881" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902203236" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516902203512" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516902203779" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902336593" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516902336983" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516902337181" 
"ua1f0c778cd041385c5dc22c57f2b0301|1516902337493" 
"ud9f20ec8e44741636e6f7e9108f625c5|1516902451986" 
"uc31aaba803b80d1d21fe16d08b596d8a|1516905631343" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1516907578335" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1516908034757" 
"u210bb1e7460bf6a95a5a9f85dd74362b|1516911385302" 
"uaf78a4a65b13fd2156cdbfcefe46da14|1516913853979" 
"u139a4f8c31bc7e3f7d128d39ac5f55b5|1516914803750" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1516914902208" 
"ub65803e310c75820ac0c91ea2da65377|1516915870576" 
"u733d2d894b495433e8938b773aff82e7|1516915955061" 
"u56b5d22b11a27d4c0aa5c14b045176a9|1516916682916" 
"u84ef1a6541dca0d692e5e9b1eab12fda|1516918049693" 
"u5cf17c7b921646c01adcfb3783154278|1516918522810" 
"u0e59a143de7d2febfbf40544d3cb5d86|1516918525193" 
"ubcfafe5c5af24bf91f333976d1049da4|1516918594048" 
"u4a094ce7651a4a6b5e57807d838dfca4|1516920022015" 
"u373f87cde9fcd6e6251db6d62e125903|1516920376696" 
"u0e59a143de7d2febfbf40544d3cb5d86|1516920716156" 
"u167cb4957bb91d39c46fa361b0f41e99|1516920756746" 
"u269f2091fa2abbc3ddadfc9f90ac095b|1516922112476" 
"u0b93a81d47af3aace2e5f6fc933fe909|1516922534265" 
"uf8862a551bd07876dee168363737337e|1516922546340" 
"u26d3cf72d850c21f531c839103432de9|1516922819381" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078366160" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078384093" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517078400123" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078410391" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078411301" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078410948" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078411538" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078415223" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078419100" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517078450619" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078495358" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078496615" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078510202" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517078511206" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078571454" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517078572152" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517078574794" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517078730349" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517079421559" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517080740713" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080826651" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080834943" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080892587" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080906741" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080913330" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080914092" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080956784" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080957340" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080957380" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517080957952" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080958145" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517080958661" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517080994613" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517081007682" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517081008608" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517081069542" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517081356076" 
"uc31aaba803b80d1d21fe16d08b596d8a|1517081535552" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517081618653" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517081620451" 
"uc31aaba803b80d1d21fe16d08b596d8a|1517081621849" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517081630323" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517081891713" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517081892383" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517082214034" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517082315610" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082328640" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082329825" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517082334628" 
"u25e1ea76a2f659184868b551040fb87a|1517082334959" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082335334" 
"u25e1ea76a2f659184868b551040fb87a|1517082337156" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517082706547" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082720124" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082720682" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082721297" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517082732411" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517082733350" 
"u7d3d4cd4df4217b60b1fa8ab4cdb269d|1517083439235" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517103980500" 
"ua1f0c778cd041385c5dc22c57f2b0301|1517103981356" 
"u89082da7aed58c3543703e20d9f9b2d2|1517103993877" 
"uc31aaba803b80d1d21fe16d08b596d8a|1517104086019" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517104246892" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517104262289" 
"uaffd096409c7097f295dac43ff255f5c|1517104547365" 
"u167cb4957bb91d39c46fa361b0f41e99|1517104685984" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517104841371" 
"u5917f2d6271b091594d020a4bc6a12eb|1517104939851" 
"u8f23968c405bd9d1152318fc0a05f746|1517105198704" 
"u733d2d894b495433e8938b773aff82e7|1517105466474" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517106045625" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517106094304" 
"uaffd096409c7097f295dac43ff255f5c|1517106103746" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517106104054" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517106104821" 
"uaffd096409c7097f295dac43ff255f5c|1517106104312" 
"u26d3cf72d850c21f531c839103432de9|1517106121000" 
"ucead726c4d61dc0e315b7bfa53e37a5d|1517106189628" 
"ub65803e310c75820ac0c91ea2da65377|1517106377650" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517106382847" 
"u167cb4957bb91d39c46fa361b0f41e99|1517106420986" 
"u8fd12a1042db24dcbb53c8316b2006b9|1517106594659" 
"u55a891931b415755c8cba0420e279c91|1517106617770" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1517106674964" 
"u89082da7aed58c3543703e20d9f9b2d2|1517107002275" 
"u5cf17c7b921646c01adcfb3783154278|1517107067467" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517107245747" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517108481241" 
"uf53a1e43810a846713e8879577c4d8bc|1517108564266" 
"u84ef1a6541dca0d692e5e9b1eab12fda|1517108809589" 
"u391ac4887f775f53514723f5d888a551|1517112328967" 
"u8f23968c405bd9d1152318fc0a05f746|1517113306375" 
"ua90de49c01d8527f08d5503d782a8e15|1517113447845" 
"uaf78a4a65b13fd2156cdbfcefe46da14|1517115098855" 
"u5917f2d6271b091594d020a4bc6a12eb|1517116908918" 
"u90bf80f8fcf00217a7d1185156be2b0b|1517117851087" 
"u8e0e805b76a4fe0daac53fb715ed3449|1517120436352" 
"uf8862a551bd07876dee168363737337e|1517122473694" 
"u0b93a81d47af3aace2e5f6fc933fe909|1517122577728" 
"u56b5d22b11a27d4c0aa5c14b045176a9|1517129951008" 
"uf04fcfc63412727a50866d469ff6f0f4|1517138074855" 
"ucfeff0974100dd03716b78aeb0724282|1517140445962" 
"u4f2c5d41aca1469b574070438e0356e1|1517140673380" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517140828891" 
"u46f9eed0d8b77858a609f295d3de22a9|1517141212249" 
"udafcb760b8e73523c892f6e8ead5184c|1517141896119" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517141927697" 
"u733d2d894b495433e8938b773aff82e7|1517141930228" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517141932909" 
"udafcb760b8e73523c892f6e8ead5184c|1517141934217" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517141958299" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517141962927" 
"u26d3cf72d850c21f531c839103432de9|1517141981837" 
"ucfeff0974100dd03716b78aeb0724282|1517141997210" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517142035880" 
"u84ef1a6541dca0d692e5e9b1eab12fda|1517142042810" 
"u56b5d22b11a27d4c0aa5c14b045176a9|1517142066724" 
"u269f2091fa2abbc3ddadfc9f90ac095b|1517142078721" 
"u5cf17c7b921646c01adcfb3783154278|1517142081877" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517142089338" 
"u89082da7aed58c3543703e20d9f9b2d2|1517142269455" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1517142276292" 
"ucead726c4d61dc0e315b7bfa53e37a5d|1517142385383" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517142473101" 
"uf53a1e43810a846713e8879577c4d8bc|1517142707079" 
"u373f87cde9fcd6e6251db6d62e125903|1517142726593" 
"uc31aaba803b80d1d21fe16d08b596d8a|1517143187486" 
"uaffd096409c7097f295dac43ff255f5c|1517144103674" 
"uaf78a4a65b13fd2156cdbfcefe46da14|1517144141137" 
"udca47e468475aefcdc855f74438f50bb|1517144196463" 
"u2118ca6631c6dcaacc621205d364a968|1517217009926" 
"u7ff734ee1713adf554069af7a1a51c9e|1517317021538" 
"uc49802dea34c6eb6d1eb85f725b0ec03|1517319129358" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517319387332" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517319387698" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517319388024" 
"u5cf17c7b921646c01adcfb3783154278|1517319412844" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517319415852" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517319439233" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517319445269" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517319445907" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517319446037" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517319447300" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517319450073" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517319450685" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517319452078" 
"u5cf17c7b921646c01adcfb3783154278|1517319451540" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517319454424" 
"u47cd9bdaec7161a42e70c7de5d03495c|1517319460427" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517319463782" 
"u89082da7aed58c3543703e20d9f9b2d2|1517319645353" 
"ub4f79e999b78062d4f6d3cfdb776b154|1517319647501" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517319723309" 
"u733d2d894b495433e8938b773aff82e7|1517319738184" 
"uf53a1e43810a846713e8879577c4d8bc|1517319837280" 
"udca47e468475aefcdc855f74438f50bb|1517319923495" 
"uaf78a4a65b13fd2156cdbfcefe46da14|1517320175331" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517320193485" 
"u26d3cf72d850c21f531c839103432de9|1517320194512" 
"u8fd12a1042db24dcbb53c8316b2006b9|1517320333196" 
"u90bf80f8fcf00217a7d1185156be2b0b|1517320630964" 
"u0b93a81d47af3aace2e5f6fc933fe909|1517320889615" 
"u4f2c5d41aca1469b574070438e0356e1|1517320916646" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517321118351" 
"ucfeff0974100dd03716b78aeb0724282|1517321197686" 
"ub65803e310c75820ac0c91ea2da65377|1517321354551" 
"u373f87cde9fcd6e6251db6d62e125903|1517321384395" 
"udafcb760b8e73523c892f6e8ead5184c|1517321389341" 
"u6d06e8d7b7dc3334cde995913e0deaa0|1517321407248" 
"u55a891931b415755c8cba0420e279c91|1517321418630" 
"uc0450bc4c45698bbac3bdb571ab503f4|1517321882209" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517322442642" 
"uc0450bc4c45698bbac3bdb571ab503f4|1517322443632" 
"u55a891931b415755c8cba0420e279c91|1517322444125" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517322445409" 
"u655566516ff4028d7b31ba603e8e45ce|1517322451387" 
"uaf78a4a65b13fd2156cdbfcefe46da14|1517322464658" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517322465392" 
"u373f87cde9fcd6e6251db6d62e125903|1517322625984" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517322723067" 
"u84ef1a6541dca0d692e5e9b1eab12fda|1517322800759" 
"uf53a1e43810a846713e8879577c4d8bc|1517322830639" 
"u8fd12a1042db24dcbb53c8316b2006b9|1517322936815" 
"u167cb4957bb91d39c46fa361b0f41e99|1517322979268" 
"uc31aaba803b80d1d21fe16d08b596d8a|1517322983845" 
"u89082da7aed58c3543703e20d9f9b2d2|1517323064945" 
"ucfeff0974100dd03716b78aeb0724282|1517323264000" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517323266271" 
"ub65803e310c75820ac0c91ea2da65377|1517323376038" 
"uaffd096409c7097f295dac43ff255f5c|1517323581576" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517323711833" 
"uc49802dea34c6eb6d1eb85f725b0ec03|1517323851458" 
"u26d3cf72d850c21f531c839103432de9|1517323867225" 
"udca47e468475aefcdc855f74438f50bb|1517324342631" 
"u4f2c5d41aca1469b574070438e0356e1|1517325285380" 
"u4a094ce7651a4a6b5e57807d838dfca4|1517558305056" 
"ufb35241ba2ddbfed11ff9b3c46e716d5|1517558327616" 
"u0e59a143de7d2febfbf40544d3cb5d86|1517558351311" 
"u733d2d894b495433e8938b773aff82e7|1517558355269" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1517558353424" 
"uf53a1e43810a846713e8879577c4d8bc|1517558423740" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1517558549901" 
"u5cf17c7b921646c01adcfb3783154278|1517558583818" 
"u8f23968c405bd9d1152318fc0a05f746|1517558877553" 
"u8e5c1ea320f287b4d8332413d73e91f8|1517559233884" 
"u167cb4957bb91d39c46fa361b0f41e99|1517559444567" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1517559458535" 
"ud9f20ec8e44741636e6f7e9108f625c5|1517559641803" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1517560499775" 
"uf006b70e4383423df9e6b9536dc8903e|1517560744503" 
"ub65803e310c75820ac0c91ea2da65377|1517560943710" 
"ucfeff0974100dd03716b78aeb0724282|1517560955380" 
"u055539e269eb0bd13abbe37e9cca24e5|1517562020631" 
"udca47e468475aefcdc855f74438f50bb|1517563529332" 
"u8cd5651fd406311bbce6fc55f6b173a6|1517563682629" 
"u4a094ce7651a4a6b5e57807d838dfca4|1518011769292" 
"uf53a1e43810a846713e8879577c4d8bc|1518011770708" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1518011784291" 
"u269f2091fa2abbc3ddadfc9f90ac095b|1518011804685" 
"u733d2d894b495433e8938b773aff82e7|1518011821419" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1518011844569" 
"u0e59a143de7d2febfbf40544d3cb5d86|1518011879575" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1518011978622" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1518012083817" 
"ubcfafe5c5af24bf91f333976d1049da4|1518012100816" 
"u89e8e9801c7d24bb16bc063f78c06680|1518012492227" 
"u46c5a7fc7e5c65bc38a1954aeacb8942|1518012518705" 
"u4a094ce7651a4a6b5e57807d838dfca4|1518012518345" 
"u733d2d894b495433e8938b773aff82e7|1518012521332" 
"ubcfafe5c5af24bf91f333976d1049da4|1518012521786" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1518012530538" 
"u4a094ce7651a4a6b5e57807d838dfca4|1518012588105" 
"u391ac4887f775f53514723f5d888a551|1518012590406" 
"u733d2d894b495433e8938b773aff82e7|1518012593971" 
"ue5103eb1a5518db340e4ed6e0ca393a2|1518012604556" 
"ubcfafe5c5af24bf91f333976d1049da4|1518012646878" 
"u59c97f4e82d5eaaa391180d2198ef5bc|1518012663520" 
"ud9f20ec8e44741636e6f7e9108f625c5|1518012685834" 
"ua1f0c778cd041385c5dc22c57f2b0301|1518012730842" 
"uf006b70e4383423df9e6b9536dc8903e|1518012785309" 
"u2eaa51a8afdc2a6a5aa612dc3e98ec55|1518012878977" 
"u46f9eed0d8b77858a609f295d3de22a9|1518013034795" 
"u8daac0802f1fd3ad40e5c6983bebb1c1|1518013109642" 
"u89082da7aed58c3543703e20d9f9b2d2|1518013261364" 
